watershed_group_code,watershed_general,aggregated_crossings_id,modelled_crossing_id,stream_crossing_id,barrier_status,pscis_status,pscis_road_name,rail_track_name,rail_operator_english_name,pscis_stream_name,gnis_stream_name,stream_order,stream_order_parent,rail_barriers_dnstr,rail_barriers_dnstr_count,barriers_anthropogenic_dnstr_count,barriers_anthropogenic_upstr_count,barriers_anthropogenic_upstr_accessible_count,barriers_anthropogenic_upstr_spawningrearing_count,barriers_anthropogenic_upstr_spawningrearing_rail_count,barriers_ch_cm_co_pk_sk_dnstr,ch_cm_co_pk_sk_network_km,barriers_st_dnstr,st_network_km,ch_spawning_km,ch_rearing_km,cm_spawning_km,co_spawning_km,co_rearing_km,pk_spawning_km,sk_spawning_km,sk_rearing_km,st_spawning_km,st_rearing_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,ch_cm_co_pk_sk_network_km_dnstr,st_network_km_dnstr,ch_spawning_km_dnstr,ch_rearing_km_dnstr,cm_spawning_km_dnstr,co_spawning_km_dnstr,co_rearing_km_dnstr,pk_spawning_km_dnstr,sk_spawning_km_dnstr,sk_rearing_km_dnstr,st_spawning_km_dnstr,st_rearing_km_dnstr,all_spawningrearing_km_dnstr
MORK,FRASER,1013905508,13905508,,POTENTIAL,,,None,Canadian National,,Legrand Creek,4,8,,,,6,0,0,0,{},0.01,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905509,13905509,,POTENTIAL,,,None,Canadian National,,,1,8,,,,,0,0,0,{},0.16,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905510,13905510,,POTENTIAL,,,None,Canadian National,,,1,8,,,2,1,1,0,0,{},0.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905512,13905512,,POTENTIAL,,,None,Canadian National,,,1,4,,,1,,0,0,0,{},0.35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905513,13905513,,POTENTIAL,,,None,Canadian National,,,2,5,,,2,,0,0,0,{},0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905514,13905514,,POTENTIAL,,,None,Canadian National,,,1,5,,,1,,0,0,0,{},0.32,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905515,13905515,,POTENTIAL,,,Longworth Siding,Canadian National,,,3,2,,,1,,0,0,0,{},0.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0.43,2.93,0,0,0,0,0,2.93
MORK,FRASER,1013905516,13905516,,POTENTIAL,,,None,Canadian National,,,1,3,,,2,,0,0,0,{},0.67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905517,13905517,,POTENTIAL,,,None,Canadian National,,,2,5,,,1,1,1,0,0,{},0.41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905518,13905518,,POTENTIAL,,,None,Canadian National,,,1,4,,,1,,0,0,0,{},0.07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905519,13905519,,POTENTIAL,,,Longworth Siding,Canadian National,,,1,3,,,1,,0,0,0,{},0.82,,0,0,0,0,0,0.03,0,0,0,0,0,0.03,0.03,2.79,0,0,0,0,0.43,2.93,0,0,0,0,0,2.93
MORK,FRASER,1013905520,13905520,,POTENTIAL,,,None,Canadian National,,,2,3,,,1,,0,0,0,{},0.96,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0.43,2.93,0,0,0,0,0,2.93
MORK,FRASER,1013905521,13905521,,POTENTIAL,,,None,Canadian National,,,2,3,,,2,,0,0,0,{},1.61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905522,13905522,,POTENTIAL,,,Bend Siding,Canadian National,,,2,8,,,,,0,0,0,{},1.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905523,13905523,,POTENTIAL,,,Bend Siding,Canadian National,,,1,8,,,,3,2,3,0,{},0.68,,0,0,0,0,0,0.06,0,0,0,0,0,0.06,0,,,,,,,,,,,,,
MORK,FRASER,1013905524,13905524,,POTENTIAL,,,Bend Siding,Canadian National,,,1,8,,,,1,1,0,0,{},0.83,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905525,13905525,,POTENTIAL,,,None,Canadian National,,,2,7,,,1,4,4,2,0,{},2.78,,0,0,0,0,0,0.69,0,0,0,0,0,0.69,0.3,1.3,0,0,0,0,0,1.3,0,0,0,0,0,1.3
MORK,FRASER,1013905526,13905526,,POTENTIAL,,,None,Canadian National,,,1,4,,,1,,0,0,0,{},0.54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905527,13905527,,POTENTIAL,,,None,Canadian National,,Murphy Creek,1,7,,,2,1,1,0,0,{},1.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905529,13905529,,POTENTIAL,,,Longworth Siding,Canadian National,,Toneko Creek,3,1,,,1,2,2,0,0,{},1.54,,0,0,0,0,0,0.8049999999999999,0,0,0,0,0,0.8049999999999999,0.81,0.06,0,0,0,0,0,0.07,0,0,0,0,0,0.07
MORK,FRASER,1013905530,13905530,,POTENTIAL,,,Longworth Siding,Canadian National,,,1,4,,,,,0,0,0,{},0.93,,0,0,0,0,0,0.39,0,0,0,0,0,0.39,0.39,,,,,,,,,,,,,
MORK,FRASER,1013905531,13905531,,POTENTIAL,,,None,Canadian National,,,2,8,,,3,7,7,1,0,{},6.07,,0,0,0,0,0,0.30000000000000004,0,0,0,0,0,0.30000000000000004,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905533,13905533,,POTENTIAL,,,None,Canadian National,,,1,3,,,1,1,1,0,0,{},0.44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905534,13905534,,POTENTIAL,,,None,Canadian National,,,2,3,,,1,,0,0,0,{},1.06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905535,13905535,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,,0,0,0,{},0.46,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905536,13905536,,POTENTIAL,,,None,Canadian National,,,3,4,,,1,2,2,0,0,{},7.75,,0,0,0,0,0,1.9,0,0,0,0,0,1.9,1.9,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0.04
MORK,FRASER,1013905537,13905537,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,6,5,4,0,{},9.2,,0,0,0,0,0,3.42,0,0,0,0,0,3.42,0.46,0.04,0,0,0,0,0,0.05,0,0,0,0,0,0.05
MORK,FRASER,1013905538,13905538,,POTENTIAL,,,None,Canadian National,,,3,8,,,2,5,5,0,0,{},7.54,,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0.12,0.24000000000000002,0,0,0,0,0,0.24,0,0,0,0,0,0.24
MORK,FRASER,1013905539,13905539,,POTENTIAL,,,None,Canadian National,,,4,8,,,1,2,2,0,0,{},4.36,,0,0,0,0,0.82,0.82,0,0,0,0,0,0.82,0.82,1.21,0,0,0,0,0.96,0.96,0,0,0,0,0,0.96
MORK,FRASER,1013905540,13905540,,POTENTIAL,,,None,Canadian National,,,1,1,,,2,,0,0,0,{},0.27,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,1.18,0,0,0,0,0,1.18
MORK,FRASER,1013905541,13905541,,POTENTIAL,,,None,Canadian National,,,1,8,,,2,1,0,0,0,{},0.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1.18,0,0,0,0,0,1.18
MORK,FRASER,1013905542,13905542,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,3,1,0,0,{},3.56,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905543,13905543,,POTENTIAL,,,None,Canadian National,,,2,8,,,1,4,0,0,0,{},2.93,,0,0,0,0,0,0.31,0,0,0,0,0,0.31,0.31,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0.03
MORK,FRASER,1013905544,13905544,,POTENTIAL,,,None,Canadian National,,,3,3,,,1,5,4,2,0,{},1.57,,0,0,0,0,0,0.93,0,0,0,0,0,0.93,0.74,1.31,0,0,0,0,0,0.96,0,0,0,0,0,0.96
MORK,FRASER,1013905545,13905545,,POTENTIAL,,,None,Canadian National,,,2,3,,,1,1,1,0,0,{},3.24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905546,13905546,,POTENTIAL,,,None,Canadian National,,,4,8,,,1,1,1,0,0,{},2.52,,0,0,0,0,0,0.73,0,0,0,0,0,0.73,0.73,0.88,0,0,0,0,0,0.89,0,0,0,0,0,0.89
MORK,FRASER,1013905547,13905547,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,7,7,0,0,{},7.37,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,1.12,0,0,0,0,0,1.12
MORK,FRASER,1013905548,13905548,,POTENTIAL,,,None,Canadian National,,,1,4,,,,4,4,0,0,{},1.68,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905549,13905549,,POTENTIAL,,,None,Canadian National,,,1,4,,,,2,2,0,0,{},1.72,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905550,13905550,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,2,2,0,0,{},0.44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905551,13905551,,POTENTIAL,,,None,Canadian National,,,2,4,,,,8,8,0,0,{},4.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905552,13905552,,POTENTIAL,,,None,Canadian National,,,1,2,,,,1,1,0,0,{},0.43,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905559,13905559,,POTENTIAL,,,None,Canadian National,,,1,4,,,,2,2,0,0,{},1.73,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905560,13905560,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,2,2,0,0,{},0.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905561,13905561,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,2,2,0,0,{},1.57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905562,13905562,,POTENTIAL,,,None,Canadian National,,,2,8,,,1,6,6,0,0,{},4.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905563,13905563,,POTENTIAL,,,None,Canadian National,,,2,8,,,,3,2,0,0,{},1.99,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905564,13905564,,POTENTIAL,,,None,Canadian National,,,1,4,,,,3,3,0,0,{},1.32,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905565,13905565,,POTENTIAL,,,None,Canadian National,,,3,8,,,,14,10,0,0,{},22.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905566,13905566,,POTENTIAL,,,None,Canadian National,,,1,8,{1013905561},1,2,1,1,0,0,{},1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905567,13905567,,POTENTIAL,,,None,Canadian National,,,1,4,,,,1,1,0,0,{},0.47,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905568,13905568,,POTENTIAL,,,None,Canadian National,,,2,8,,,,5,3,0,0,{},0.37,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905571,13905571,,POTENTIAL,,,None,Canadian National,,,3,4,,,,2,2,0,0,{},4.63,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905572,13905572,,POTENTIAL,,,None,Canadian National,,,1,1,,,,1,1,0,0,{},0.58,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905573,13905573,,POTENTIAL,,,None,Canadian National,,,2,5,,,2,1,1,0,0,{},3.38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905574,13905574,,POTENTIAL,,,None,Canadian National,,,1,5,,,,2,2,0,0,{},1.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905575,13905575,,POTENTIAL,,,None,Canadian National,,,1,5,,,,4,4,0,0,{},1.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905576,13905576,,POTENTIAL,,,None,Canadian National,,,1,5,,,1,2,1,0,0,{},1.36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905577,13905577,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},0.99,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905578,13905578,,POTENTIAL,,,None,Canadian National,,,1,8,,,,2,2,0,0,{},0.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905579,13905579,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},0.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905580,13905580,,POTENTIAL,,,None,Canadian National,,,1,1,,,,1,1,0,0,{},0.49,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905581,13905581,,POTENTIAL,,,None,Canadian National,,Robinson Creek,1,5,,,1,3,3,1,0,{},3.3,,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.03,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0.04
MORK,FRASER,1013905582,13905582,,POTENTIAL,,,None,Canadian National,,,1,5,,,1,1,1,0,0,{},1.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1013905583,13905583,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},1.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905584,13905584,,POTENTIAL,,,None,Canadian National,,,1,8,,,,2,1,0,0,{},1.49,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905585,13905585,,POTENTIAL,,,None,Canadian National,,,1,3,,,,,0,0,0,{},0.39,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905586,13905586,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},1.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905588,13905588,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},1.13,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905589,13905589,,POTENTIAL,,,None,Canadian National,,,1,4,,,,1,1,0,0,{},1.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905590,13905590,,POTENTIAL,,,None,Canadian National,,,1,8,,,,3,2,0,0,{},1.51,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905591,13905591,,POTENTIAL,,,None,Canadian National,,,2,2,,,,1,1,0,0,{},1.66,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
MORK,FRASER,1013905592,13905592,,POTENTIAL,,,None,Canadian National,,,2,8,,,,4,4,1,0,{},8.63,,0,0,0,0,0,1.31,0,0,0,0,0,1.31,0.16,,,,,,,,,,,,,
MORK,FRASER,1013905593,13905593,,POTENTIAL,,,None,Canadian National,,Edand Creek,2,7,,,2,9,9,1,0,{},4.67,,0,0,0,0,0,0.69,0,0,0,0,0,0.69,0.51,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0.16
MORK,FRASER,1013905594,13905594,,POTENTIAL,,,None,Canadian National,,,1,7,,,4,1,1,0,0,{},1.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9800000000000001,0,0,0,0,0,0,0,0,0,0,0,0
MORK,FRASER,1024715909,24715909,,POTENTIAL,,,None,Canadian National,,,3,8,,,,22,0,0,0,{},1.66,,0,0,0,0,0,0.715,0,0,0,0,0,0.715,0.72,,,,,,,,,,,,,
MORR,SKEENA,1014001255,14001255,,POTENTIAL,,,Houston Forest Prods,Canadian National,,,4,8,{1014001256},1,5,30,29,5,0,{},34.5,{},44.06,2.21,2.4,0,3.64,5.745,5.57,0,0,2.21,7.45,8.325000000000001,2.63,5.43,5.43,1.6,1.6,0,2.36,4.01,2.37,0,0,1.6,2.5300000000000002,4.01
MORR,SKEENA,1014001256,14001256,,POTENTIAL,,,Houston Forest Prods,Canadian National,,,4,8,,,4,31,30,6,1,{},34.53,{},44.09,2.23,2.42,0,3.66,5.765,5.59,0,0,2.23,7.47,8.355,0.03,5.3999999999999995,5.3999999999999995,1.58,1.58,0,2.34,3.99,2.35,0,0,1.58,2.5100000000000002,3.98
NARC,FRASER,1014904161,14904161,,POTENTIAL,,,None,Canadian National,,Dog Prairie Creek,2,9,,,,11,11,0,0,{},6.63,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NARC,FRASER,1014904165,14904165,,POTENTIAL,,,None,Canadian National,,Australian Creek,5,9,,,1,188,123,22,0,{},184.69,,0,0,0,0,17.27,44.959999999999994,10.5,0,0,0,0,44.959999999999994,0.07,0.13,0,0,0,0,0.14,0.13,0.14,0,0,0,0,0.13
NARC,FRASER,1014904171,14904171,,POTENTIAL,,,None,Canadian National,,Cuisson Creek,5,9,,,1,266,107,15,0,{},126.51,,0,0,0,0,3.43,35.225,1.62,0,0,0,0,35.575,0.15,0.66,0,0,0,0,0,0,0,0,0,0,0,0
NARC,FRASER,1014904183,14904183,,POTENTIAL,,,None,Canadian National,,South Sisters Creek,4,3,,,,24,12,5,0,{},10.28,,0,0,0,0,0,4.59,0,0,0,0,0,4.59,0.07,,,,,,,,,,,,,
NARC,FRASER,1014904185,14904185,,POTENTIAL,,,None,Canadian National,,Sisters Creek,3,9,,,,20,18,0,0,{},15.49,,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.02,,,,,,,,,,,,,
NARC,FRASER,1014904187,14904187,,POTENTIAL,,,None,Canadian National,,Menzinger Creek,3,9,,,3,19,13,0,0,{},7.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0
NARC,FRASER,1014904188,14904188,,POTENTIAL,,,None,Canadian National,,Kersley Creek,4,9,,,3,77,53,9,0,{},37.8,,0,0,0,0,0.07,9.309999999999999,0,0,0,0,0,9.309999999999999,1.6,4.16,0,0,0,0,3.63,4.01,0,0,0,0,0,4.01
NECR,FRASER,1015605309,15605309,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,0,0,0,{},0.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605310,15605310,,POTENTIAL,,,None,Canadian National,,,2,8,,,,3,3,0,0,{},3.67,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605313,15605313,,POTENTIAL,,,None,Canadian National,,,2,8,,,1,4,4,0,0,{},3.03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605314,15605314,,POTENTIAL,,,None,Canadian National,,Hulatt Creek,4,8,,,,135,135,25,0,{},118.05,,0,0,0,0,2.82,20.37,0,0,0,0,0,20.37,0.32,,,,,,,,,,,,,
NECR,FRASER,1015605315,15605315,,POTENTIAL,,,None,Canadian National,,,2,8,,,,2,2,0,0,{},1.34,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605317,15605317,,POTENTIAL,,,None,Canadian National,,,2,8,,,,5,2,0,0,{},0.59,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605318,15605318,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,0,0,0,{},0.09,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605319,15605319,,POTENTIAL,,,None,Canadian National,,Engen Creek,2,8,,,8,9,9,0,0,{},6.02,,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43,0,0,0,0,1.8,13.670000000000002,0,0,0,0,0,13.670000000000002
NECR,FRASER,1015605321,15605321,,POTENTIAL,,,None,Canadian National,,,2,8,,,,2,1,0,0,{},0.47,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605323,15605323,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,,0,0,0,{},0.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605326,15605326,,POTENTIAL,,,Siding At Hulatt,Canadian National,,,1,8,,,,,0,0,0,{},0.06,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605327,15605327,,POTENTIAL,,,Siding At Hulatt,Canadian National,,,1,8,,,,1,1,0,0,{},0.62,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605328,15605328,,POTENTIAL,,,None,Canadian National,,,2,3,,,10,22,20,0,0,{},11.72,,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01,0,0,0,0,1.8,17.03,0,0,0,0,0,17.03
NECR,FRASER,1015605329,15605329,,POTENTIAL,,,None,Canadian National,,,1,2,,,1,,0,0,0,{},1.11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605331,15605331,,POTENTIAL,,,None,Canadian National,,,2,2,{1015605344},1,11,5,5,0,0,{},3.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,57.36,0,0,0,0,1.8,17.03,0,0,0,0,0,17.03
NECR,FRASER,1015605332,15605332,,POTENTIAL,,,None,Canadian National,,,1,1,,,1,,0,0,0,{},0.33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605335,15605335,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,4,4,0,0,{},7.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605337,15605337,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,,0,0,0,{},0.17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605339,15605339,,POTENTIAL,,,None,Canadian National,,,2,3,,,1,2,2,0,0,{},3.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605340,15605340,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,1,1,0,0,{},0.25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0.53,0,0,0,0,0,0.53
NECR,FRASER,1015605341,15605341,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,6,6,0,0,{},1.63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605343,15605343,,POTENTIAL,,,None,Canadian National,,,1,3,,,,1,1,0,0,{},1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605344,15605344,,POTENTIAL,,,None,Canadian National,,,3,3,,,10,14,13,0,0,{},15.31,,0,0,0,0,0,0,0,0,0,0,0,0,0,50.129999999999995,0,0,0,0,1.8,17.03,0,0,0,0,0,17.03
NECR,FRASER,1015605346,15605346,,POTENTIAL,,,None,Canadian National,,,1,1,,,1,,0,0,0,{},0.66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605348,15605348,,POTENTIAL,,,None,Canadian National,,,2,3,,,9,1,1,0,0,{},1.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,49.910000000000004,0,0,0,0,1.8,17.029999999999998,0,0,0,0,0,17.029999999999998
NECR,FRASER,1015605349,15605349,,POTENTIAL,,,None,Canadian National,,,1,2,{1015605357},1,7,,0,0,0,{},0.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605350,15605350,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,1,1,0,0,{},7.84,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
NECR,FRASER,1015605351,15605351,,POTENTIAL,,,McCall Spur,Canadian National,,,1,8,,,,,0,0,0,{},0.47,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605352,15605352,,POTENTIAL,,,McCall Spur,Canadian National,,,2,8,,,,6,6,0,0,{},8.12,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605353,15605353,,POTENTIAL,,,None,Canadian National,,Neuco Creek,4,8,,,,61,61,0,0,{},57.71,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
NECR,FRASER,1015605354,15605354,,POTENTIAL,,,None,Canadian National,,Phillips Creek,1,8,"{1015605358,1015605356}",2,4,4,4,0,0,{},2.15,,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0
